,year,conf_level,Intersection
33358,2022,high,No intersection
33359,2023,high,No intersection
33360,2023,high,No intersection
33361,2023,high,No intersection
33362,2023,high,No intersection
33363,2023,high,No intersection
33364,2020,high,No intersection
33365,2020,high,No intersection
33366,2020,high,No intersection
33367,2020,high,No intersection
33368,2020,high,No intersection
33369,2021,high,No intersection
33370,2021,high,No intersection
33371,2021,high,No intersection
33372,2021,high,No intersection
33373,2023,high,No intersection
33374,2023,high,No intersection
33375,2023,high,No intersection
33376,2023,high,No intersection
33377,2023,high,No intersection
33378,2022,high,No intersection
33379,2022,high,No intersection
33380,2022,high,No intersection
33381,2022,high,No intersection
33382,2023,high,No intersection
33383,2021,high,No intersection
33384,2021,high,No intersection
33385,2021,high,No intersection
33386,2021,high,No intersection
33387,2021,high,No intersection
33388,2021,high,No intersection
33389,2021,high,No intersection
33390,2021,high,No intersection
33391,2021,high,No intersection
33392,2021,high,No intersection
33393,2021,high,No intersection
33394,2021,high,No intersection
33395,2020,high,No intersection
33396,2022,high,No intersection
33397,2023,high,No intersection
33398,2023,high,No intersection
33399,2023,high,No intersection
33400,2021,high,No intersection
33401,2020,high,No intersection
33402,2020,high,No intersection
33403,2020,high,No intersection
33404,2020,high,No intersection
33405,2020,high,No intersection
33406,2020,high,No intersection
33407,2020,high,No intersection
33408,2021,high,No intersection
33409,2024,low,No intersection
33410,2023,high,No intersection
33411,2023,high,No intersection
33412,2023,high,No intersection
33413,2023,high,No intersection
33414,2020,high,No intersection
33415,2020,high,No intersection
33416,2023,high,No intersection
33417,2023,high,No intersection
33418,2023,high,No intersection
33419,2022,high,No intersection
33420,2022,high,No intersection
33421,2022,high,No intersection
33422,2023,high,No intersection
33423,2023,high,No intersection
33424,2021,high,No intersection
33425,2021,high,No intersection
33426,2021,high,No intersection
33427,2021,high,No intersection
33428,2021,high,No intersection
33429,2021,high,No intersection
33430,2021,high,No intersection
33431,2021,high,No intersection
33432,2021,high,No intersection
33433,2021,high,No intersection
33434,2021,high,No intersection
33435,2021,high,No intersection
33436,2021,high,No intersection
33437,2021,high,No intersection
33438,2020,high,No intersection
33439,2020,high,No intersection
33440,2022,high,No intersection
33441,2021,high,No intersection
33442,2021,high,No intersection
33443,2020,high,No intersection
33444,2020,high,No intersection
33445,2021,high,No intersection
33446,2020,high,No intersection
33447,2020,high,No intersection
33448,2020,high,No intersection
33449,2020,high,No intersection
33450,2021,high,No intersection
33451,2024,high,No intersection
33452,2024,high,No intersection
33453,2023,high,No intersection
33454,2023,high,No intersection
33455,2023,high,No intersection
33456,2024,low,No intersection
33457,2020,high,No intersection
33458,2020,high,No intersection
33459,2023,high,No intersection
33460,2023,high,No intersection
33461,2023,high,No intersection
33462,2023,high,No intersection
33463,2023,high,No intersection
33464,2023,high,No intersection
33465,2022,high,No intersection
33466,2022,high,No intersection
33467,2022,high,No intersection
33468,2023,high,No intersection
33469,2023,high,No intersection
33470,2023,high,No intersection
33471,2021,high,No intersection
33472,2021,high,No intersection
33473,2021,high,No intersection
33474,2021,high,No intersection
33475,2021,high,No intersection
33476,2021,high,No intersection
33477,2021,high,No intersection
33478,2021,high,No intersection
33479,2021,high,No intersection
33480,2021,high,No intersection
33481,2021,high,No intersection
33482,2021,high,No intersection
33483,2021,high,No intersection
33484,2021,high,No intersection
33485,2020,high,No intersection
33486,2020,high,No intersection
33487,2020,high,No intersection
33488,2024,low,No intersection
33489,2021,high,No intersection
33490,2023,high,No intersection
33491,2023,high,No intersection
33492,2023,high,No intersection
33493,2023,high,No intersection
33494,2023,high,No intersection
33495,2021,high,No intersection
33496,2021,high,No intersection
33497,2021,high,No intersection
33498,2021,high,No intersection
33499,2021,high,No intersection
33500,2021,high,No intersection
33501,2021,high,No intersection
33502,2020,high,No intersection
33503,2020,high,No intersection
33504,2020,high,No intersection
33505,2020,high,No intersection
33506,2022,high,No intersection
33507,2024,high,No intersection
33508,2024,high,No intersection
33509,2023,high,No intersection
33510,2023,high,No intersection
33511,2023,high,No intersection
33512,2023,high,No intersection
33513,2023,high,No intersection
33514,2023,high,No intersection
33515,2023,high,No intersection
33516,2023,high,No intersection
33517,2023,high,No intersection
33518,2023,high,No intersection
33519,2023,high,No intersection
33520,2023,high,No intersection
33521,2023,high,No intersection
33522,2023,high,No intersection
33523,2023,high,No intersection
33524,2024,high,No intersection
33525,2024,high,No intersection
33526,2024,high,No intersection
33527,2024,high,No intersection
33528,2021,high,No intersection
33529,2021,high,No intersection
33530,2021,high,No intersection
33531,2021,high,No intersection
33532,2021,high,No intersection
33533,2023,high,No intersection
33534,2021,high,No intersection
33535,2021,high,No intersection
33536,2021,high,No intersection
33537,2021,high,No intersection
33538,2021,high,No intersection
33539,2020,high,No intersection
33540,2020,high,No intersection
33541,2020,high,No intersection
33542,2024,low,No intersection
33543,2024,high,No intersection
33544,2024,low,No intersection
33545,2024,low,No intersection
33546,2024,low,No intersection
33547,2024,low,No intersection
33548,2024,low,No intersection
33549,2021,high,No intersection
33550,2021,high,No intersection
33551,2021,high,No intersection
33552,2021,high,No intersection
33553,2020,high,No intersection
33554,2020,high,No intersection
33555,2020,high,No intersection
33556,2021,high,No intersection
33557,2021,high,No intersection
33558,2021,high,No intersection
33559,2021,high,No intersection
33560,2021,high,No intersection
33561,2021,high,No intersection
33562,2021,high,No intersection
33563,2021,high,No intersection
33564,2024,low,No intersection
33565,2024,low,No intersection
33566,2024,low,No intersection
33567,2023,high,No intersection
33568,2024,low,No intersection
33569,2023,high,No intersection
33570,2021,high,No intersection
33571,2024,low,No intersection
33572,2023,high,No intersection
33573,2023,high,No intersection
33574,2023,high,No intersection
33575,2022,high,No intersection
33576,2022,high,No intersection
33577,2023,high,No intersection
33578,2023,high,No intersection
33579,2023,high,No intersection
33580,2023,high,No intersection
33581,2023,high,No intersection
33582,2023,high,No intersection
33583,2023,high,No intersection
33584,2023,high,No intersection
33585,2023,high,No intersection
33586,2023,high,No intersection
33587,2024,high,No intersection
33588,2024,high,No intersection
33589,2024,high,No intersection
33590,2024,high,No intersection
33591,2024,high,No intersection
33592,2024,high,No intersection
33593,2021,high,No intersection
33594,2021,high,No intersection
33595,2021,high,No intersection
33596,2021,high,No intersection
33597,2021,high,No intersection
33598,2021,high,No intersection
33599,2021,high,No intersection
33600,2021,high,No intersection
33601,2023,high,No intersection
33602,2020,high,No intersection
33603,2020,high,No intersection
33604,2022,high,No intersection
33605,2024,high,No intersection
33606,2024,high,No intersection
33607,2024,high,No intersection
33608,2024,low,No intersection
33609,2024,low,No intersection
33610,2021,high,No intersection
33611,2021,high,No intersection
33612,2021,high,No intersection
33613,2021,high,No intersection
33614,2020,high,No intersection
33615,2020,high,No intersection
33616,2020,high,No intersection
33617,2021,high,No intersection
33618,2021,high,No intersection
33619,2021,high,No intersection
33620,2021,high,No intersection
33621,2021,high,No intersection
33622,2021,high,No intersection
33623,2024,high,No intersection
33624,2024,low,No intersection
33625,2024,low,No intersection
33626,2024,low,No intersection
33627,2023,high,No intersection
33628,2024,high,No intersection
33629,2024,low,No intersection
33630,2021,high,No intersection
33631,2024,high,No intersection
33632,2024,low,No intersection
33633,2023,high,No intersection
33634,2023,high,No intersection
33635,2023,high,No intersection
33636,2023,high,No intersection
33637,2022,high,No intersection
33638,2022,high,No intersection
33639,2022,high,No intersection
33640,2022,high,No intersection
33641,2022,high,No intersection
33642,2022,high,No intersection
33643,2023,high,No intersection
33644,2023,high,No intersection
33645,2023,high,No intersection
33646,2023,high,No intersection
33647,2023,high,No intersection
33648,2023,high,No intersection
33649,2023,high,No intersection
33650,2020,high,No intersection
33651,2023,high,No intersection
33652,2024,high,No intersection
33653,2024,high,No intersection
33654,2024,high,No intersection
33655,2024,high,No intersection
33656,2024,high,No intersection
33657,2024,high,No intersection
33658,2024,high,No intersection
33659,2024,high,No intersection
33660,2021,high,No intersection
33661,2021,high,No intersection
33662,2021,high,No intersection
33663,2021,high,No intersection
33664,2023,high,No intersection
33665,2023,high,No intersection
33666,2021,high,No intersection
33667,2021,high,No intersection
33668,2022,high,No intersection
33669,2024,high,No intersection
33670,2024,high,No intersection
33671,2024,high,No intersection
33672,2024,high,No intersection
33673,2021,high,No intersection
33674,2021,high,No intersection
33675,2021,high,No intersection
33676,2021,high,No intersection
33677,2020,high,No intersection
33678,2021,high,No intersection
33679,2022,high,No intersection
33680,2021,high,No intersection
33681,2021,high,No intersection
33682,2021,high,No intersection
33683,2021,high,No intersection
33684,2021,high,No intersection
33685,2024,high,No intersection
33686,2024,low,No intersection
33687,2024,low,No intersection
33688,2024,low,No intersection
33689,2023,high,No intersection
33690,2024,high,No intersection
33691,2022,high,No intersection
33692,2021,high,No intersection
33693,2024,high,No intersection
33694,2024,high,No intersection
33695,2024,low,No intersection
33696,2024,low,No intersection
33697,2023,high,No intersection
33698,2023,high,No intersection
33699,2023,high,No intersection
33700,2022,high,No intersection
33701,2022,high,No intersection
33702,2022,high,No intersection
33703,2022,high,No intersection
33704,2022,high,No intersection
33705,2022,high,No intersection
33706,2023,high,No intersection
33707,2023,high,No intersection
33708,2023,high,No intersection
33709,2023,high,No intersection
33710,2023,high,No intersection
33711,2023,high,No intersection
33712,2023,high,No intersection
33713,2023,high,No intersection
33714,2024,high,No intersection
33715,2024,high,No intersection
33716,2024,high,No intersection
33717,2024,high,No intersection
33718,2024,high,No intersection
33719,2021,high,No intersection
33720,2021,high,No intersection
33721,2021,high,No intersection
33722,2021,high,No intersection
33723,2023,high,No intersection
33724,2023,high,No intersection
33725,2024,high,No intersection
33726,2024,high,No intersection
33727,2024,high,No intersection
33728,2024,high,No intersection
33729,2021,high,No intersection
33730,2021,high,No intersection
33731,2021,high,No intersection
33732,2021,high,No intersection
33733,2021,high,No intersection
33734,2024,low,No intersection
33735,2024,low,No intersection
33736,2024,low,No intersection
33737,2024,low,No intersection
33738,2021,high,No intersection
33739,2021,high,No intersection
33740,2021,high,No intersection
33741,2021,high,No intersection
33742,2024,low,No intersection
33743,2024,low,No intersection
33744,2024,low,No intersection
33745,2023,high,No intersection
33746,2023,high,No intersection
33747,2024,high,No intersection
33748,2021,high,No intersection
33749,2021,high,No intersection
33750,2021,high,No intersection
33751,2024,low,No intersection
33752,2024,low,No intersection
33753,2023,high,No intersection
33754,2024,low,No intersection
33755,2024,high,No intersection
33756,2023,high,No intersection
33757,2023,high,No intersection
33758,2023,high,No intersection
33759,2023,high,No intersection
33760,2021,high,No intersection
33761,2021,high,No intersection
33762,2021,high,No intersection
33763,2024,low,No intersection
33764,2024,high,No intersection
33765,2024,high,No intersection
33766,2024,high,No intersection
33767,2021,high,No intersection
33768,2021,high,No intersection
33769,2021,high,No intersection
33770,2021,high,No intersection
33771,2024,low,No intersection
33772,2024,low,No intersection
33773,2024,low,No intersection
33774,2021,high,No intersection
33775,2021,high,No intersection
33776,2021,high,No intersection
33777,2021,high,No intersection
33778,2021,high,No intersection
33779,2024,low,No intersection
33780,2024,high,No intersection
33781,2024,low,No intersection
33782,2023,high,No intersection
33783,2024,high,No intersection
33784,2024,high,No intersection
33785,2023,high,No intersection
33786,2023,high,No intersection
33787,2023,high,No intersection
33788,2021,high,No intersection
33789,2021,high,No intersection
33790,2021,high,No intersection
33791,2024,high,No intersection
33792,2023,high,No intersection
33793,2021,high,No intersection
33794,2021,high,No intersection
33795,2021,high,No intersection
33796,2024,low,No intersection
33797,2024,low,No intersection
33798,2021,high,No intersection
33799,2021,high,No intersection
33800,2021,high,No intersection
33801,2021,high,No intersection
33802,2021,high,No intersection
33803,2024,low,No intersection
33804,2023,high,No intersection
33805,2023,high,No intersection
33806,2022,high,No intersection
33807,2021,high,No intersection
33808,2021,high,No intersection
33809,2021,high,No intersection
33810,2024,high,No intersection
33811,2024,low,No intersection
33812,2024,low,No intersection
33813,2024,low,No intersection
33814,2021,high,No intersection
33815,2021,high,No intersection
33816,2021,high,No intersection
33817,2021,high,No intersection
33818,2021,high,No intersection
33819,2021,high,No intersection
33820,2021,high,No intersection
33821,2023,high,No intersection
33822,2023,high,No intersection
33823,2024,low,No intersection
33824,2021,high,No intersection
33825,2021,high,No intersection
33826,2021,high,No intersection
33827,2021,high,No intersection
33828,2021,high,No intersection
33829,2021,high,No intersection
33830,2021,high,No intersection
33831,2021,high,No intersection
33832,2023,high,No intersection
33833,2023,high,No intersection
33834,2023,high,No intersection
33835,2021,high,No intersection
33836,2021,high,No intersection
33837,2021,high,No intersection
33838,2021,high,No intersection
33839,2021,high,No intersection
33840,2021,high,No intersection
33841,2021,high,No intersection
33842,2021,high,No intersection
33843,2023,high,No intersection
33844,2021,high,No intersection
33845,2021,high,No intersection
33846,2021,high,No intersection
33847,2021,high,No intersection
33848,2021,high,No intersection
33849,2021,high,No intersection
33850,2021,high,No intersection
33851,2023,high,No intersection
33852,2021,high,No intersection
33853,2021,high,No intersection
33854,2021,high,No intersection
33855,2021,high,No intersection
33856,2021,high,No intersection
33857,2021,high,No intersection
33858,2021,high,No intersection
33859,2024,low,No intersection
33860,2020,low,No intersection
33861,2020,high,No intersection
33862,2020,high,No intersection
33863,2023,high,No intersection
33864,2023,high,No intersection
33865,2023,high,No intersection
33866,2021,high,No intersection
33867,2021,high,No intersection
33868,2021,high,No intersection
33869,2021,high,No intersection
33870,2021,high,No intersection
33871,2021,high,No intersection
33872,2021,high,No intersection
33873,2024,low,No intersection
33874,2024,low,No intersection
33875,2024,low,No intersection
33876,2020,high,No intersection
33877,2020,high,No intersection
33878,2021,high,No intersection
33879,2023,high,No intersection
33880,2023,high,No intersection
33881,2023,high,No intersection
33882,2023,high,No intersection
33883,2021,high,No intersection
33884,2021,high,No intersection
33885,2021,high,No intersection
33886,2021,high,No intersection
33887,2021,high,No intersection
33888,2021,high,No intersection
33889,2021,high,No intersection
33890,2020,low,No intersection
33891,2024,low,No intersection
33892,2020,high,No intersection
33893,2021,high,No intersection
33894,2021,high,No intersection
33895,2023,high,No intersection
33896,2023,high,No intersection
33897,2023,high,No intersection
33898,2023,high,No intersection
33899,2022,high,No intersection
33900,2021,high,No intersection
33901,2021,high,No intersection
33902,2022,high,No intersection
33903,2021,high,No intersection
33904,2021,high,No intersection
33905,2021,high,No intersection
33906,2021,high,No intersection
33907,2021,high,No intersection
33908,2021,high,No intersection
33909,2021,high,No intersection
33910,2020,low,No intersection
33911,2020,low,No intersection
33912,2021,high,No intersection
33913,2021,high,No intersection
33914,2021,high,No intersection
33915,2023,high,No intersection
33916,2023,high,No intersection
33917,2021,high,No intersection
33918,2023,high,No intersection
33919,2023,high,No intersection
33920,2022,high,No intersection
33921,2022,high,No intersection
33922,2021,high,No intersection
33923,2021,high,No intersection
33924,2021,high,No intersection
33925,2021,high,No intersection
33926,2021,high,No intersection
33927,2021,high,No intersection
33928,2021,high,No intersection
33929,2021,high,No intersection
33930,2021,high,No intersection
33931,2021,high,No intersection
33932,2021,high,No intersection
33933,2020,low,No intersection
33934,2021,high,No intersection
33935,2021,high,No intersection
33936,2023,high,No intersection
33937,2021,high,No intersection
33938,2023,high,No intersection
33939,2023,high,No intersection
33940,2021,high,No intersection
33941,2021,high,No intersection
33942,2022,high,No intersection
33943,2022,high,No intersection
33944,2022,high,No intersection
33945,2021,high,No intersection
33946,2021,high,No intersection
33947,2021,high,No intersection
33948,2022,high,No intersection
33949,2021,high,No intersection
33950,2021,high,No intersection
33951,2021,high,No intersection
33952,2021,high,No intersection
33953,2021,high,No intersection
33954,2021,high,No intersection
33955,2021,high,No intersection
33956,2021,high,No intersection
33957,2021,high,No intersection
33958,2021,high,No intersection
33959,2023,high,No intersection
33960,2024,high,No intersection
33961,2024,low,No intersection
33962,2021,high,No intersection
33963,2021,high,No intersection
33964,2021,high,No intersection
33965,2021,high,No intersection
33966,2021,high,No intersection
33967,2021,high,No intersection
33968,2023,high,No intersection
33969,2022,high,No intersection
33970,2022,high,No intersection
33971,2021,high,No intersection
33972,2022,high,No intersection
33973,2022,high,No intersection
33974,2021,high,No intersection
33975,2021,high,No intersection
33976,2021,high,No intersection
33977,2021,high,No intersection
33978,2021,high,No intersection
33979,2021,high,No intersection
33980,2021,high,No intersection
33981,2021,high,No intersection
33982,2021,high,No intersection
33983,2021,high,No intersection
33984,2021,high,No intersection
33985,2021,high,No intersection
33986,2023,high,No intersection
33987,2020,high,No intersection
33988,2021,high,No intersection
33989,2021,high,No intersection
33990,2021,high,No intersection
33991,2024,high,No intersection
33992,2022,high,No intersection
33993,2022,high,No intersection
33994,2023,high,No intersection
33995,2023,high,No intersection
33996,2022,high,No intersection
33997,2022,high,No intersection
33998,2022,high,No intersection
33999,2022,high,No intersection
34000,2022,high,No intersection
34001,2021,high,No intersection
34002,2021,high,No intersection
34003,2021,high,No intersection
34004,2021,high,No intersection
34005,2021,high,No intersection
34006,2021,high,No intersection
34007,2021,high,No intersection
34008,2020,high,No intersection
34009,2021,high,No intersection
34010,2021,high,No intersection
34011,2021,high,No intersection
34012,2023,high,No intersection
34013,2024,low,No intersection
34014,2020,high,No intersection
34015,2020,high,No intersection
34016,2021,high,No intersection
34017,2024,low,No intersection
34018,2023,high,No intersection
34019,2022,high,No intersection
34020,2022,high,No intersection
34021,2023,high,No intersection
34022,2023,high,No intersection
34023,2024,low,No intersection
34024,2022,high,No intersection
34025,2022,high,No intersection
34026,2022,high,No intersection
34027,2021,high,No intersection
34028,2021,high,No intersection
34029,2021,high,No intersection
34030,2021,high,No intersection
34031,2021,high,No intersection
34032,2021,high,No intersection
34033,2021,high,No intersection
34034,2021,high,No intersection
34035,2020,high,No intersection
34036,2021,high,No intersection
34037,2021,high,No intersection
34038,2021,high,No intersection
34039,2024,low,No intersection
34040,2021,high,No intersection
34041,2021,high,No intersection
34042,2021,high,No intersection
34043,2021,high,No intersection
34044,2024,high,No intersection
34045,2020,high,No intersection
34046,2020,high,No intersection
34047,2021,high,No intersection
34048,2021,high,No intersection
34049,2024,low,No intersection
34050,2024,high,No intersection
34051,2022,high,No intersection
34052,2022,high,No intersection
34053,2022,high,No intersection
34054,2024,high,No intersection
34055,2022,high,No intersection
34056,2022,high,No intersection
34057,2022,high,No intersection
34058,2022,high,No intersection
34059,2021,high,No intersection
34060,2021,high,No intersection
34061,2021,high,No intersection
34062,2021,high,No intersection
34063,2021,high,No intersection
34064,2021,high,No intersection
34065,2021,high,No intersection
34066,2021,high,No intersection
34067,2021,high,No intersection
34068,2021,high,No intersection
34069,2021,high,No intersection
34070,2021,high,No intersection
34071,2021,high,No intersection
34072,2021,high,No intersection
34073,2023,high,No intersection
34074,2024,high,No intersection
34075,2021,high,No intersection
34076,2021,high,No intersection
34077,2021,high,No intersection
34078,2021,high,No intersection
34079,2020,high,No intersection
34080,2021,high,No intersection
34081,2021,high,No intersection
34082,2021,high,No intersection
34083,2020,high,No intersection
34084,2024,high,No intersection
34085,2023,high,No intersection
34086,2022,high,No intersection
34087,2024,low,No intersection
34088,2022,high,No intersection
34089,2022,high,No intersection
34090,2022,high,No intersection
34091,2022,high,No intersection
34092,2022,high,No intersection
34093,2022,high,No intersection
34094,2022,high,No intersection
34095,2022,high,No intersection
34096,2021,high,No intersection
34097,2021,high,No intersection
34098,2021,high,No intersection
34099,2021,high,No intersection
34100,2023,high,No intersection
34101,2022,high,No intersection
34102,2021,high,No intersection
34103,2021,high,No intersection
34104,2021,high,No intersection
34105,2021,high,No intersection
34106,2021,high,No intersection
34107,2024,low,No intersection
34108,2021,high,No intersection
34109,2021,high,No intersection
34110,2021,high,No intersection
34111,2021,high,No intersection
34112,2023,high,No intersection
34113,2021,high,No intersection
34114,2020,high,No intersection
34115,2021,high,No intersection
34116,2021,high,No intersection
34117,2024,low,No intersection
34118,2021,high,No intersection
34119,2021,high,No intersection
34120,2021,high,No intersection
34121,2021,high,No intersection
34122,2023,high,No intersection
34123,2020,high,No intersection
34124,2024,high,No intersection
34125,2022,high,No intersection
34126,2024,high,No intersection
34127,2022,high,No intersection
34128,2022,high,No intersection
34129,2022,high,No intersection
34130,2022,high,No intersection
34131,2021,high,No intersection
34132,2021,high,No intersection
34133,2021,high,No intersection
34134,2023,high,No intersection
34135,2023,high,No intersection
34136,2022,high,No intersection
34137,2021,high,No intersection
34138,2021,high,No intersection
34139,2021,high,No intersection
34140,2024,low,No intersection
34141,2021,high,No intersection
34142,2021,high,No intersection
34143,2021,high,No intersection
34144,2021,high,No intersection
34145,2023,high,No intersection
34146,2021,high,No intersection
34147,2020,high,No intersection
34148,2020,high,No intersection
34149,2021,high,No intersection
34150,2024,low,No intersection
34151,2024,high,No intersection
34152,2024,high,No intersection
34153,2021,high,No intersection
34154,2021,high,No intersection
34155,2021,high,No intersection
34156,2021,high,No intersection
34157,2022,high,No intersection
34158,2021,high,No intersection
34159,2021,high,No intersection
34160,2021,high,No intersection
34161,2021,high,No intersection
34162,2023,high,No intersection
34163,2021,high,No intersection
34164,2023,high,No intersection
34165,2021,high,No intersection
34166,2023,high,No intersection
34167,2021,high,No intersection
34168,2024,high,No intersection
34169,2024,low,No intersection
34170,2021,high,No intersection
34171,2021,high,No intersection
34172,2023,high,No intersection
34173,2021,high,No intersection
34174,2020,high,No intersection
34175,2020,high,No intersection
34176,2021,high,No intersection
34177,2024,low,No intersection
34178,2024,high,No intersection
34179,2024,high,No intersection
34180,2021,high,No intersection
34181,2021,high,No intersection
34182,2021,high,No intersection
34183,2021,high,No intersection
34184,2022,high,No intersection
34185,2022,high,No intersection
34186,2022,high,No intersection
34187,2021,high,No intersection
34188,2021,high,No intersection
34189,2021,high,No intersection
34190,2021,high,No intersection
34191,2022,high,No intersection
34192,2020,high,No intersection
34193,2020,high,No intersection
34194,2020,high,No intersection
34195,2024,low,No intersection
34196,2024,low,No intersection
34197,2024,low,No intersection
34198,2021,high,No intersection
34199,2021,high,No intersection
34200,2021,high,No intersection
34201,2021,high,No intersection
34202,2021,high,No intersection
34203,2024,high,No intersection
34204,2024,low,No intersection
34205,2021,high,No intersection
34206,2021,high,No intersection
34207,2024,high,No intersection
34208,2023,high,No intersection
34209,2021,high,No intersection
34210,2020,high,No intersection
34211,2020,high,No intersection
34212,2024,low,No intersection
34213,2024,low,No intersection
34214,2024,high,No intersection
34215,2024,high,No intersection
34216,2022,high,No intersection
34217,2021,high,No intersection
34218,2020,high,No intersection
34219,2021,high,No intersection
34220,2021,high,No intersection
34221,2021,high,No intersection
34222,2021,high,No intersection
34223,2021,high,No intersection
34224,2021,high,No intersection
34225,2021,high,No intersection
34226,2020,high,No intersection
34227,2020,high,No intersection
34228,2020,high,No intersection
34229,2024,low,No intersection
34230,2024,low,No intersection
34231,2024,low,No intersection
34232,2024,low,No intersection
34233,2024,low,No intersection
34234,2021,high,No intersection
34235,2021,high,No intersection
34236,2021,high,No intersection
34237,2024,high,No intersection
34238,2024,high,No intersection
34239,2024,low,No intersection
34240,2021,high,No intersection
34241,2021,high,No intersection
34242,2024,high,No intersection
34243,2023,high,No intersection
34244,2021,high,No intersection
34245,2020,high,No intersection
34246,2020,high,No intersection
34247,2021,high,No intersection
34248,2024,low,No intersection
34249,2024,high,No intersection
34250,2023,high,No intersection
34251,2022,high,No intersection
34252,2021,high,No intersection
34253,2020,high,No intersection
34254,2021,high,No intersection
34255,2022,high,No intersection
34256,2021,high,No intersection
34257,2021,high,No intersection
34258,2021,high,No intersection
34259,2021,high,No intersection
34260,2021,high,No intersection
34261,2020,high,No intersection
34262,2020,high,No intersection
34263,2020,high,No intersection
34264,2020,high,No intersection
34265,2021,high,No intersection
34266,2024,high,No intersection
34267,2024,high,No intersection
34268,2024,high,No intersection
34269,2023,high,No intersection
34270,2023,high,No intersection
34271,2023,high,No intersection
34272,2021,high,No intersection
34273,2021,high,No intersection
34274,2023,high,No intersection
34275,2021,high,No intersection
34276,2021,high,No intersection
34277,2021,high,No intersection
34278,2022,high,No intersection
34279,2021,high,No intersection
34280,2021,high,No intersection
34281,2022,high,No intersection
34282,2021,high,No intersection
34283,2021,high,No intersection
34284,2022,high,No intersection
34285,2022,high,No intersection
34286,2021,high,No intersection
34287,2021,high,No intersection
34288,2021,high,No intersection
34289,2021,high,No intersection
34290,2021,high,No intersection
34291,2020,high,No intersection
34292,2020,high,No intersection
34293,2020,high,No intersection
34294,2020,high,No intersection
34295,2024,low,No intersection
34296,2024,high,No intersection
34297,2024,high,No intersection
34298,2024,high,No intersection
34299,2023,high,No intersection
34300,2023,high,No intersection
34301,2023,high,No intersection
34302,2023,high,No intersection
34303,2021,high,No intersection
34304,2021,high,No intersection
34305,2023,high,No intersection
34306,2021,high,No intersection
34307,2021,high,No intersection
34308,2021,high,No intersection
34309,2021,high,No intersection
34310,2021,high,No intersection
34311,2021,high,No intersection
34312,2021,high,No intersection
34313,2021,high,No intersection
34314,2021,high,No intersection
34315,2023,high,No intersection
34316,2021,high,No intersection
34317,2021,high,No intersection
34318,2021,high,No intersection
34319,2021,high,No intersection
34320,2021,high,No intersection
34321,2020,high,No intersection
34322,2020,high,No intersection
34323,2024,low,No intersection
34324,2024,high,No intersection
34325,2024,high,No intersection
34326,2024,high,No intersection
34327,2023,high,No intersection
34328,2023,high,No intersection
34329,2023,high,No intersection
34330,2023,high,No intersection
34331,2021,high,No intersection
34332,2021,high,No intersection
34333,2021,high,No intersection
34334,2021,high,No intersection
34335,2021,high,No intersection
34336,2021,high,No intersection
34337,2021,high,No intersection
34338,2021,high,No intersection
34339,2021,high,No intersection
34340,2021,high,No intersection
34341,2021,high,No intersection
34342,2023,high,No intersection
34343,2023,high,No intersection
34344,2021,high,No intersection
34345,2021,high,No intersection
34346,2021,high,No intersection
34347,2021,high,No intersection
34348,2023,high,No intersection
34349,2024,low,No intersection
34350,2024,high,No intersection
34351,2024,high,No intersection
34352,2023,high,No intersection
34353,2023,high,No intersection
34354,2023,high,No intersection
34355,2023,high,No intersection
34356,2021,high,No intersection
34357,2021,high,No intersection
34358,2021,high,No intersection
34359,2021,high,No intersection
34360,2021,high,No intersection
34361,2021,high,No intersection
34362,2021,high,No intersection
34363,2021,high,No intersection
34364,2021,high,No intersection
34365,2022,high,No intersection
34366,2023,high,No intersection
34367,2021,high,No intersection
34368,2021,high,No intersection
34369,2021,high,No intersection
34370,2021,high,No intersection
34371,2023,high,No intersection
34372,2023,high,No intersection
34373,2023,high,No intersection
34374,2024,low,No intersection
34375,2024,high,No intersection
34376,2023,high,No intersection
34377,2023,high,No intersection
34378,2023,high,No intersection
34379,2023,high,No intersection
34380,2021,high,No intersection
34381,2021,high,No intersection
34382,2021,high,No intersection
34383,2021,high,No intersection
34384,2021,high,No intersection
34385,2020,high,No intersection
34386,2021,high,No intersection
34387,2021,high,No intersection
34388,2021,high,No intersection
34389,2023,high,No intersection
34390,2023,high,No intersection
34391,2021,high,No intersection
34392,2021,high,No intersection
34393,2021,high,No intersection
34394,2021,high,No intersection
34395,2023,high,No intersection
34396,2023,high,No intersection
34397,2023,high,No intersection
34398,2023,high,No intersection
34399,2021,high,No intersection
34400,2021,high,No intersection
34401,2024,low,No intersection
34402,2023,high,No intersection
34403,2023,high,No intersection
34404,2023,high,No intersection
34405,2023,high,No intersection
34406,2021,high,No intersection
34407,2021,high,No intersection
34408,2021,high,No intersection
34409,2021,high,No intersection
34410,2021,high,No intersection
34411,2021,high,No intersection
34412,2022,high,No intersection
34413,2023,high,No intersection
34414,2023,high,No intersection
34415,2021,high,No intersection
34416,2021,high,No intersection
34417,2021,high,No intersection
34418,2023,high,No intersection
34419,2023,high,No intersection
34420,2023,high,No intersection
34421,2023,high,No intersection
34422,2020,high,No intersection
34423,2020,high,No intersection
34424,2023,high,No intersection
34425,2023,high,No intersection
34426,2023,high,No intersection
34427,2023,high,No intersection
34428,2021,high,No intersection
34429,2021,high,No intersection
34430,2021,high,No intersection
34431,2021,high,No intersection
34432,2023,high,No intersection
